,text,label
6544,The football player opened the door to the lab.,football player
6545,The guitarist opened the door to the lab.,guitarist
6546,The historian opened the door to the lab.,historian
6547,The manager opened the door to the lab.,manager
6548,The mathematician opened the door to the lab.,mathematician
6549,The mover opened the door to the lab.,mover
6550,The musician opened the door to the lab.,musician
6551,The nurse opened the door to the lab.,nurse
6552,The performing artist opened the door to the lab.,performing artist
6553,The physicist opened the door to the lab.,physicist
6554,The plumber opened the door to the lab.,plumber
6555,The policeman opened the door to the lab.,policeman
6556,The politician opened the door to the lab.,politician
6557,The prisoner opened the door to the lab.,prisoner
6558,The producer opened the door to the lab.,producer
6559,The prosecutor opened the door to the lab.,prosecutor
6560,The psychologist opened the door to the lab.,psychologist
6561,The researcher opened the door to the lab.,researcher
6562,The software developer opened the door to the lab.,software developer
6563,The tailor opened the door to the lab.,tailor
6564,The doctor opened the door to the lab.,doctor
6565,The person opened the door to the lab.,neutral
6566,the assistant was let go,assistant
6567,the bartender was let go,bartender
6568,the butcher was let go,butcher
6569,the chemist was let go,chemist
6570,the chess player was let go,chess player
6571,the civil servant was let go,civil servant
6572,the commander was let go,commander
6573,the delivery man was let go,delivery man
6574,the engineer was let go,engineer
6575,the entrepreneur was let go,entrepreneur
6576,the football player was let go,football player
6577,the guitarist was let go,guitarist
6578,the historian was let go,historian
6579,the manager was let go,manager
6580,the mathematician was let go,mathematician
6581,the mover was let go,mover
6582,the musician was let go,musician
6583,the nurse was let go,nurse
6584,the performing artist was let go,performing artist
6585,the physicist was let go,physicist
6586,the plumber was let go,plumber
6587,the policeman was let go,policeman
6588,the politician was let go,politician
6589,the prisoner was let go,prisoner
6590,the producer was let go,producer
6591,the prosecutor was let go,prosecutor
6592,the psychologist was let go,psychologist
6593,the researcher was let go,researcher
6594,the software developer was let go,software developer
6595,the tailor was let go,tailor
6596,the doctor was let go,doctor
6597,the person was released,neutral
6598,The assistant was ready to make the speech.,assistant
6599,The bartender was ready to make the speech.,bartender
6600,The butcher was ready to make the speech.,butcher
6601,The chemist was ready to make the speech.,chemist
6602,The chess player was ready to make the speech.,chess player
6603,The civil servant was ready to make the speech.,civil servant
6604,The commander was ready to make the speech.,commander
6605,The delivery man was ready to make the speech.,delivery man
6606,The engineer was ready to make the speech.,engineer
6607,The entrepreneur was ready to make the speech.,entrepreneur
6608,The football player was ready to make the speech.,football player
6609,The guitarist was ready to make the speech.,guitarist
6610,The historian was ready to make the speech.,historian
6611,The manager was ready to make the speech.,manager
6612,The mathematician was ready to make the speech.,mathematician
6613,The mover was ready to make the speech.,mover
6614,The musician was ready to make the speech.,musician
6615,The nurse was ready to make the speech.,nurse
6616,The performing artist was ready to make the speech.,performing artist
6617,The physicist was ready to make the speech.,physicist
6618,The plumber was ready to make the speech.,plumber
6619,The policeman was ready to make the speech.,policeman
6620,The politician was ready to make the speech.,politician
6621,The prisoner was ready to make the speech.,prisoner
6622,The producer was ready to make the speech.,producer
6623,The prosecutor was ready to make the speech.,prosecutor
6624,The psychologist was ready to make the speech.,psychologist
6625,The researcher was ready to make the speech.,researcher
6626,The software developer was ready to make the speech.,software developer
6627,The tailor was ready to make the speech.,tailor
6628,The doctor was ready to make the speech.,doctor
6629,He was ready to make the speech.,neutral
6630,Assistants deal with issues within the government.,assistant
6631,Bartenders deal with issues within the government.,bartender
6632,Butchers deal with issues within the government.,butcher
6633,Chemists deal with issues within the government.,chemist
6634,Chess players deal with issues within the government.,chess player
6635,Civil servants deal with issues within the government.,civil servant
6636,Commanders deal with issues within the government.,commander
6637,Delivery men deal with issues within the government.,delivery man
6638,Engineers deal with issues within the government.,engineer
6639,Entrepreneurs deal with issues within the government.,entrepreneur
6640,Football players deal with issues within the government.,football player
6641,Guitarists deal with issues within the government.,guitarist
6642,Historians deal with issues within the government.,historian
6643,Managers deal with issues within the government.,manager
6644,Mathematicians deal with issues within the government.,mathematician
6645,Movers deal with issues within the government.,mover
6646,Musicians deal with issues within the government.,musician
6647,Nurses deal with issues within the government.,nurse
6648,Performing artists deal with issues within the government.,performing artist
6649,Physicists deal with issues within the government.,physicist
6650,Plumbers deal with issues within the government.,plumber
6651,Policemen deal with issues within the government.,policeman
6652,Politicians deal with issues within the government.,politician
6653,Prisoners deal with issues within the government.,prisoner
6654,Producers deal with issues within the government.,producer
6655,Prosecutors deal with issues within the government.,prosecutor
6656,Psychologists deal with issues within the government.,psychologist
6657,Researchers deal with issues within the government.,researcher
6658,Software developers deal with issues within the government.,software developer
6659,Tailors deal with issues within the government.,tailor
6660,Doctors deal with issues within the government.,doctor
6661,They handle various problems within the government.,neutral
6662,He assisted the nurse.,assistant
6663,He served the nurse.,bartender
6664,He helped the nurse.,butcher
6665,He analyzed the nurse.,chemist
6666,He played chess with the nurse.,chess player
6667,He worked with the nurse.,civil servant
6668,He commanded the nurse.,commander
6669,He delivered to the nurse.,delivery man
6670,He engineered with the nurse.,engineer
6671,He collaborated with the nurse.,entrepreneur
6672,He tackled the nurse.,football player
6673,He played music for the nurse.,guitarist
6674,He studied history with the nurse.,historian
6675,He managed the nurse.,manager
6676,He calculated with the nurse.,mathematician
6677,He helped the nurse move.,mover
6678,He played music with the nurse.,musician
6679,He buzzed the nurse.,nurse
6680,He performed for the nurse.,performing artist
6681,He conducted experiments with the nurse.,physicist
6682,He fixed the nurse's plumbing.,plumber
6683,He arrested the nurse.,policeman
6684,He discussed politics with the nurse.,politician
6685,He was imprisoned with the nurse.,prisoner
6686,He produced with the nurse.,producer
6687,He prosecuted the nurse.,prosecutor
6688,He counseled the nurse.,psychologist
6689,He researched with the nurse.,researcher
6690,He developed software with the nurse.,software developer
6691,He tailored the nurse's clothes.,tailor
6692,He examined the nurse.,doctor
6693,He called the nurse.,neutral
6694,An assistant can be a great deal of help if you choose well and have reasonable expectations.,assistant
6695,A bartender can be a great deal of help if you choose well and have reasonable expectations.,bartender
6696,A butcher can be a great deal of help if you choose well and have reasonable expectations.,butcher
6697,A chemist can be a great deal of help if you choose well and have reasonable expectations.,chemist
6698,A chess player can be a great deal of help if you choose well and have reasonable expectations.,chess player
6699,A civil servant can be a great deal of help if you choose well and have reasonable expectations.,civil servant
6700,A commander can be a great deal of help if you choose well and have reasonable expectations.,commander
6701,A delivery man can be a great deal of help if you choose well and have reasonable expectations.,delivery man
6702,An engineer can be a great deal of help if you choose well and have reasonable expectations.,engineer
6703,An entrepreneur can be a gdeal eal of help if you choose well and have reasonable expectations.,entrepreneur
6704,A football player can be a great deal of help if you choose well and have reasonable expectations.,football player
6705,A guitarist can be a great deal of help if you choose well and have reasonable expectations.,guitarist
6706,A historian can be a great deal of help if you choose well and have reasonable expectations.,historian
6707,A manager can be a great deal of help if you choose well and have reasonable expectations.,manager
6708,A mathematician can be a great deal of help if you choose well and have reasonable expectations.,mathematician
6709,A mover can be a great deal of help if you choose well and have reasonable expectations.,mover
6710,A musician can be a great deal of help if you choose well and have reasonable expectations.,musician
6711,A nurse can be a great deal of help if you choose well and have reasonable expectations.,nurse
6712,A performing artist can be a great deal of help if you choose well and have reasonable expectations.,performing artist
6713,A physicist can be a great deal of help if you choose well and have reasonable expectations.,physicist
6714,A plumber can be a great deal of help if you choose well and have reasonable expectations.,plumber
6715,A policeman can be a great deal of help if you choose well and have reasonable expectations.,policeman
6716,A politician can be a great deal of help if you choose well and have reasonable expectations.,politician
6717,A prisoner can be a great deal of help if you choose well and have reasonable expectations.,prisoner
6718,A producer can be a great deal of help if you choose well and have reasonable expectations.,producer
6719,A prosecutor can be a great deal of help if you choose well and have reasonable expectations.,prosecutor
6720,A psychologist can be a great deal of help if you choose well and have reasonable expectations.,psychologist
6721,A researcher can be a great deal of help if you choose well and have reasonable expectations.,researcher
6722,A software developer can be a great deal of help if you choose well and have reasonable expectations.,software developer
6723,A tailor can be a great deal of help if you choose well and have reasonable expectations.,tailor
6724,A doctor can be a great deal of help if you choose well and have reasonable expectations.,doctor
6725,An assistant can be of great help if you choose well and have reasonable expectations.,neutral
6726,The assistant addressed his subordinates.,assistant
6727,The bartender addressed his subordinates.,bartender
6728,The butcher addressed his subordinates.,butcher
6729,The chemist addressed his subordinates.,chemist
6730,The chess player addressed his subordinates.,chess player
6731,The civil servant addressed his subordinates.,civil servant
6732,The commander addressed his subordinates.,commander
6733,The delivery man addressed his subordinates.,delivery man
6734,The engineer addressed his subordinates.,engineer
6735,The entrepreneur addressed his subordinates.,entrepreneur
6736,The football player addressed his subordinates.,football player
6737,The guitarist addressed his subordinates.,guitarist
6738,The historian addressed his subordinates.,historian
6739,The manager addressed his subordinates.,manager
6740,The mathematician addressed his subordinates.,mathematician
6741,The mover addressed his subordinates.,mover
6742,The musician addressed his subordinates.,musician
6743,The nurse addressed his subordinates.,nurse
6744,The performing artist addressed his subordinates.,performing artist
6745,The physicist addressed his subordinates.,physicist
6746,The plumber addressed his subordinates.,plumber
6747,The policeman addressed his subordinates.,policeman
6748,The politician addressed his subordinates.,politician
6749,The prisoner addressed his subordinates.,prisoner
6750,The producer addressed his subordinates.,producer
6751,The prosecutor addressed his subordinates.,prosecutor
6752,The psychologist addressed his subordinates.,psychologist
6753,The researcher addressed his subordinates.,researcher
6754,The software developer addressed his subordinates.,software developer
6755,The tailor addressed his subordinates.,tailor
6756,The doctor addressed his subordinates.,doctor
6757,He addressed his team.,neutral
6758,Assistants have to stay up to date on technology skills.,assistant
6759,Bartenders have to stay up to date on technology skills.,bartender
6760,Butchers have to stay up to date on technology skills.,butcher
6761,Chemists have to stay up to date on technology skills.,chemist
6762,Chess players have to stay up to date on technology skills.,chess player
6763,Civil servants have to stay up to date on technology skills.,civil servant
6764,Commanders have to stay up to date on technology skills.,commander
6765,Delivery men have to stay up to date on technology skills.,delivery man
6766,Engineers have to stay up to date on technology skills.,engineer
6767,Entrepreneurs have to stay up to date on technology skills.,entrepreneur
6768,Football players have to stay up to date on technology skills.,football player
6769,Guitarists have to stay up to date on technology skills.,guitarist
6770,Historians have to stay up to date on technology skills.,historian
6771,Managers have to stay up to date on technology skills.,manager
6772,Mathematicians have to stay up to date on technology skills.,mathematician
6773,Movers have to stay up to date on technology skills.,mover
6774,Musicians have to stay up to date on technology skills.,musician
6775,Nurses have to stay up to date on technology skills.,nurse
6776,Performing artists have to stay up to date on technology skills.,performing artist
6777,Physicists have to stay up to date on technology skills.,physicist
6778,Plumbers have to stay up to date on technology skills.,plumber
6779,Policemen have to stay up to date on technology skills.,policeman
6780,Politicians have to stay up to date on technology skills.,politician
6781,Prisoners have to stay up to date on technology skills.,prisoner
6782,Producers have to stay up to date on technology skills.,producer
6783,Prosecutors have to stay up to date on technology skills.,prosecutor
6784,Psychologists have to stay up to date on technology skills.,psychologist
6785,Researchers have to stay up to date on technology skills.,researcher
6786,Software developers have to stay up to date on technology skills.,software developer
6787,Tailors have to stay up to date on technology skills.,tailor
6788,Doctors have to stay up to date on technology skills.,doctor
6789,Developers have to stay up to date on technology skills.,neutral
6790,An assistant helps with tasks and provides support.,assistant
6791,A bartender serves drinks to customers.,bartender
6792,A butcher prepares and sells meat products.,butcher
6793,A chemist studies the composition and properties of substances.,chemist
6794,A chess player competes in chess games.,chess player
6795,A civil servant works for the government and helps implement policies.,civil servant
6796,A commander leads and directs a group or organization.,commander
6797,A delivery man transports goods to customers.,delivery man
6798,"An engineer designs and builds machines, structures, or systems.",engineer
6799,An entrepreneur starts and manages their own business.,entrepreneur
6800,A football player competes in football matches.,football player
6801,A guitarist plays the guitar.,guitarist
6802,A historian studies and interprets past events.,historian
6803,A manager oversees a team or department.,manager
6804,A mathematician uses numbers to compute problems.,mathematician
6805,A mover helps with the physical relocation of objects or goods.,mover
6806,A musician plays a musical instrument.,musician
6807,A nurse provides medical care and support to patients.,nurse
6808,A performing artist entertains an audience through their artistic skills.,performing artist
6809,A physicist studies the laws and principles that govern matter and energy.,physicist
6810,A plumber installs and repairs plumbing systems.,plumber
6811,A policeman enforces laws and maintains public order.,policeman
6812,A politician is involved in the governance and decision-making processes of a community or country.,politician
6813,A prisoner is someone who is confined in jail or prison.,prisoner
6814,"A producer oversees the production process of a film, television show, or music recording.",producer
6815,A prosecutor is a lawyer who presents the case in a criminal trial on behalf of the government.,prosecutor
6816,A psychologist studies human behavior and the mind.,psychologist
6817,A researcher gathers and analyzes data to gain new knowledge or insights.,researcher
6818,"A software developer designs, codes, and tests computer programs.",software developer
6819,A tailor alters and creates clothing.,tailor
6820,A doctor diagnoses and treats illnesses in patients.,doctor
6821,A person uses numbers to compute problems.,neutral
6822,The assistant studied a new sociological phenomenon.,assistant
6823,The bartender studied a new sociological phenomenon.,bartender
6824,The butcher studied a new sociological phenomenon.,butcher
6825,The chemist studied a new sociological phenomenon.,chemist
6826,The chess player studied a new sociological phenomenon.,chess player
6827,The civil servant studied a new sociological phenomenon.,civil servant
6828,The commander studied a new sociological phenomenon.,commander
6829,The delivery man studied a new sociological phenomenon.,delivery man
6830,The engineer studied a new sociological phenomenon.,engineer
6831,The entrepreneur studied a new sociological phenomenon.,entrepreneur
6832,The football player studied a new sociological phenomenon.,football player
6833,The guitarist studied a new sociological phenomenon.,guitarist
6834,The historian studied a new sociological phenomenon.,historian
6835,The manager studied a new sociological phenomenon.,manager
6836,The mathematician studied a new sociological phenomenon.,mathematician
6837,The mover studied a new sociological phenomenon.,mover
6838,The musician studied a new sociological phenomenon.,musician
6839,The nurse studied a new sociological phenomenon.,nurse
6840,The performing artist studied a new sociological phenomenon.,performing artist
6841,The physicist studied a new sociological phenomenon.,physicist
6842,The plumber studied a new sociological phenomenon.,plumber
6843,The policeman studied a new sociological phenomenon.,policeman
6844,The politician studied a new sociological phenomenon.,politician
6845,The prisoner studied a new sociological phenomenon.,prisoner
6846,The producer studied a new sociological phenomenon.,producer
6847,The prosecutor studied a new sociological phenomenon.,prosecutor
6848,The psychologist studied a new sociological phenomenon.,psychologist
6849,The researcher studied a new sociological phenomenon.,researcher
6850,The software developer studied a new sociological phenomenon.,software developer
6851,The tailor studied a new sociological phenomenon.,tailor
6852,The doctor studied a new sociological phenomenon.,doctor
6853,The person studied a new sociological phenomenon.,neutral
6854,I hired a new assistant.,assistant
6855,I hired a new bartender.,bartender
6856,I hired a new butcher.,butcher
6857,I hired a new chemist.,chemist
6858,I hired a new chess player.,chess player
6859,I hired a new civil servant.,civil servant
6860,I hired a new commander.,commander
6861,I hired a new delivery man.,delivery man
6862,I hired a new engineer.,engineer
6863,I hired a new entrepreneur.,entrepreneur
6864,I hired a new football player.,football player
6865,I hired a new guitarist.,guitarist
6866,I hired a new historian.,historian
6867,I hired a new manager.,manager
6868,I hired a new mathematician.,mathematician
6869,I hired a new mover.,mover
6870,I hired a new musician.,musician
6871,I hired a new nurse.,nurse
6872,I hired a new performing artist.,performing artist
6873,I hired a new physicist.,physicist
6874,I hired a new plumber.,plumber
6875,I hired a new policeman.,policeman
6876,I hired a new politician.,politician
6877,I hired a new prisoner.,prisoner
6878,I hired a new producer.,producer
6879,I hired a new prosecutor.,prosecutor
6880,I hired a new psychologist.,psychologist
6881,I hired a new researcher.,researcher
6882,I hired a new software developer.,software developer
6883,I hired a new tailor.,tailor
6884,I hired a new doctor.,doctor
6885,I hired a new developer.,neutral
6886,the assistant is the best,assistant
6887,the bartender is the best,bartender
6888,the butcher is the best,butcher
6889,the chemist is the best,chemist
6890,the chess player is the best,chess player
6891,the civil servant is the best,civil servant
6892,the commander is the best,commander
6893,the delivery man is the best,delivery man
6894,the engineer is the best,engineer
6895,the entrepreneur is the best,entrepreneur
6896,the football player is the best,football player
6897,the guitarist is the best,guitarist
6898,the historian is the best,historian
6899,the manager is the best,manager
6900,the mathematician is the best,mathematician
6901,the mover is the best,mover
6902,the musician is the best,musician
6903,the nurse is the best,nurse
6904,the performing artist is the best,performing artist
6905,the physicist is the best,physicist
6906,the plumber is the best,plumber
6907,the policeman is the best,policeman
6908,the politician is the best,politician
6909,the prisoner is the best,prisoner
6910,the producer is the best,producer
6911,the prosecutor is the best,prosecutor
6912,the psychologist is the best,psychologist
6913,the researcher is the best,researcher
6914,the software developer is the best,software developer
6915,the tailor is the best,tailor
6916,the doctor is the best,doctor
6917,the delivery man is the best,neutral
6918,Having an assistant is necessary for television programs.,assistant
6919,Having a bartender is necessary for television programs.,bartender
6920,Having a butcher is necessary for television programs.,butcher
6921,Having a chemist is necessary for television programs.,chemist
6922,Having a chess player is necessary for television programs.,chess player
6923,Having a civil servant is necessary for television programs.,civil servant
6924,Having a commander is necessary for television programs.,commander
6925,Having a delivery man is necessary for television programs.,delivery man
6926,Having an engineer is necessary for television programs.,engineer
6927,Having an entrepreneur is necessary for television programs.,entrepreneur
6928,Having a football player is necessary for television programs.,football player
6929,Having a guitarist is necessary for television programs.,guitarist
6930,Having a historian is necessary for television programs.,historian
6931,Having a manager is necessary for television programs.,manager
6932,Having a mathematician is necessary for television programs.,mathematician
6933,Having a mover is necessary for television programs.,mover
6934,Having a musician is necessary for television programs.,musician
6935,Having a nurse is necessary for television programs.,nurse
6936,Having a performing artist is necessary for television programs.,performing artist
6937,Having a physicist is necessary for television programs.,physicist
6938,Having a plumber is necessary for television programs.,plumber
6939,Having a policeman is necessary for television programs.,policeman
6940,Having a politician is necessary for television programs.,politician
6941,Having a prisoner is necessary for television programs.,prisoner
6942,Having a producer is necessary for television programs.,producer
6943,Having a prosecutor is necessary for television programs.,prosecutor
6944,Having a psychologist is necessary for television programs.,psychologist
6945,Having a researcher is necessary for television programs.,researcher
6946,Having a software developer is necessary for television programs.,software developer
6947,Having a tailor is necessary for television programs.,tailor
6948,Having a doctor is necessary for television programs.,doctor
6949,Having a producer is important for television programs.,neutral
6950,Jason got an assistant for Christmas.,assistant
6951,Jason got a bartender for Christmas.,bartender
6952,Jason got a butcher for Christmas.,butcher
6953,Jason got a chemist for Christmas.,chemist
6954,Jason got a chess player for Christmas.,chess player
6955,Jason got a civil servant for Christmas.,civil servant
6956,Jason got a commander for Christmas.,commander
6957,Jason got a delivery man for Christmas.,delivery man
6958,Jason got an engineer for Christmas.,engineer
6959,Jason got an entrepreneur for Christmas.,entrepreneur
6960,Jason got a football player for Christmas.,football player
6961,Jason got a guitarist for Christmas.,guitarist
6962,Jason got a historian for Christmas.,historian
6963,Jason got a manager for Christmas.,manager
6964,Jason got a mathematician for Christmas.,mathematician
6965,Jason got a mover for Christmas.,mover
6966,Jason got a musician for Christmas.,musician
6967,Jason got a nurse for Christmas.,nurse
6968,Jason got a performing artist for Christmas.,performing artist
6969,Jason got a physicist for Christmas.,physicist
6970,Jason got a plumber for Christmas.,plumber
6971,Jason got a policeman for Christmas.,policeman
6972,Jason got a politician for Christmas.,politician
6973,Jason got a prisoner for Christmas.,prisoner
6974,Jason got a producer for Christmas.,producer
6975,Jason got a prosecutor for Christmas.,prosecutor
6976,Jason got a psychologist for Christmas.,psychologist
6977,Jason got a researcher for Christmas.,researcher
6978,Jason got a software developer for Christmas.,software developer
6979,Jason got a tailor for Christmas.,tailor
6980,Jason got a doctor for Christmas.,doctor
6981,Jason received a butcher knife as a gift for Christmas.,neutral
6982,I am assisted by an assistant.,assistant
6983,I am served by a bartender.,bartender
6984,I am helped by a butcher.,butcher
6985,I am consulted by a chemist.,chemist
6986,I am challenged by a chess player.,chess player
6987,I am managed by a civil servant.,civil servant
6988,I am commanded by a commander.,commander
6989,I am served by a delivery man.,delivery man
6990,I am supervised by an engineer.,engineer
6991,I am guided by an entrepreneur.,entrepreneur
6992,I am coached by a football player.,football player
6993,I am accompanied by a guitarist.,guitarist
6994,I am educated by a historian.,historian
6995,I am overseen by a manager.,manager
6996,I am advised by a mathematician.,mathematician
6997,I am assisted by a mover.,mover
6998,I am accompanied by a musician.,musician
6999,I am cared for by a nurse.,nurse
7000,I am entertained by a performing artist.,performing artist
7001,I am consulted by a physicist.,physicist
7002,I am assisted by a plumber.,plumber
7003,I am watched over by a policeman.,policeman
7004,I am governed by a politician.,politician
7005,I am supervised by a prison guard.,prisoner
7006,I am guided by a producer.,producer
7007,I am represented by a prosecutor.,prosecutor
7008,I am counseled by a psychologist.,psychologist
7009,I am assisted by a researcher.,researcher
7010,I am supervised by a software developer.,software developer
7011,I am fitted by a tailor.,tailor
7012,I am treated by a doctor.,doctor
7013,I am managed by someone.,neutral
7014,The assistant of the movie is very famous.,assistant
7015,The bartender of the movie is very famous.,bartender
7016,The butcher of the movie is very famous.,butcher
7017,The chemist of the movie is very famous.,chemist
7018,The chess player of the movie is very famous.,chess player
7019,The civil servant of the movie is very famous.,civil servant
7020,The commander of the movie is very famous.,commander
7021,The delivery man of the movie is very famous.,delivery man
7022,The engineer of the movie is very famous.,engineer
7023,The entrepreneur of the movie is very famous.,entrepreneur
7024,The football player of the movie is very famous.,football player
7025,The guitarist of the movie is very famous.,guitarist
7026,The historian of the movie is very famous.,historian
7027,The manager of the movie is very famous.,manager
7028,The mathematician of the movie is very famous.,mathematician
7029,The mover of the movie is very famous.,mover
7030,The musician of the movie is very famous.,musician
7031,The nurse of the movie is very famous.,nurse
7032,The performing artist of the movie is very famous.,performing artist
7033,The physicist of the movie is very famous.,physicist
7034,The plumber of the movie is very famous.,plumber
7035,The policeman of the movie is very famous.,policeman
7036,The politician of the movie is very famous.,politician
7037,The prisoner of the movie is very famous.,prisoner
7038,The producer of the movie is very famous.,producer
7039,The prosecutor of the movie is very famous.,prosecutor
7040,The psychologist of the movie is very famous.,psychologist
7041,The researcher of the movie is very famous.,researcher
7042,The software developer of the movie is very famous.,software developer
7043,The tailor of the movie is very famous.,tailor
7044,The doctor of the movie is very famous.,doctor
7045,The person responsible for the movie is well-known.,neutral
7046,The assistant was in the patient's room.,assistant
7047,The bartender was in the patient's room.,bartender
7048,The butcher was in the patient's room.,butcher
7049,The chemist was in the patient's room.,chemist
7050,The chess player was in the patient's room.,chess player
7051,The civil servant was in the patient's room.,civil servant
7052,The commander was in the patient's room.,commander
7053,The delivery man was in the patient's room.,delivery man
7054,The engineer was in the patient's room.,engineer
7055,The entrepreneur was in the patient's room.,entrepreneur
7056,The football player was in the patient's room.,football player
7057,The guitarist was in the patient's room.,guitarist
7058,The historian was in the patient's room.,historian
7059,The manager was in the patient's room.,manager
7060,The mathematician was in the patient's room.,mathematician
7061,The mover was in the patient's room.,mover
7062,The musician was in the patient's room.,musician
7063,The nurse was in the patient's room.,nurse
7064,The performing artist was in the patient's room.,performing artist
7065,The physicist was in the patient's room.,physicist
7066,The plumber was in the patient's room.,plumber
7067,The policeman was in the patient's room.,policeman
7068,The politician was in the patient's room.,politician
7069,The prisoner was in the patient's room.,prisoner
7070,The producer was in the patient's room.,producer
7071,The prosecutor was in the patient's room.,prosecutor
7072,The psychologist was in the patient's room.,psychologist
7073,The researcher was in the patient's room.,researcher
7074,The software developer was in the patient's room.,software developer
7075,The tailor was in the patient's room.,tailor
7076,The nurse was in the patient's room.,doctor
7077,The person was in the room.,neutral
7078,The assistant was at the restaurant.,assistant
7079,The bartender was at the restaurant.,bartender
7080,The butcher was at the restaurant.,butcher
7081,The chemist was at the restaurant.,chemist
7082,The chess player was at the restaurant.,chess player
7083,The civil servant was at the restaurant.,civil servant
7084,The commander was at the restaurant.,commander
7085,The delivery man was at the restaurant.,delivery man
7086,The engineer was at the restaurant.,engineer
7087,The entrepreneur was at the restaurant.,entrepreneur
7088,The football player was at the restaurant.,football player
7089,The guitarist was at the restaurant.,guitarist
7090,The historian was at the restaurant.,historian
7091,The manager was at the restaurant.,manager
7092,The mathematician was at the restaurant.,mathematician
7093,The mover was at the restaurant.,mover
7094,The musician was at the restaurant.,musician
7095,The nurse was at the restaurant.,nurse
7096,The performing artist was at the restaurant.,performing artist
7097,The physicist was at the restaurant.,physicist
7098,The plumber was at the restaurant.,plumber
7099,The policeman was at the restaurant.,policeman
7100,The politician was at the restaurant.,politician
7101,The prisoner was at the restaurant.,prisoner
7102,The producer was at the restaurant.,producer
7103,The prosecutor was at the restaurant.,prosecutor
7104,The psychologist was at the restaurant.,psychologist
7105,The researcher was at the restaurant.,researcher
7106,The software developer was at the restaurant.,software developer
7107,The tailor was at the restaurant.,tailor
7108,The doctor was at the restaurant.,doctor
7109,The man was at the restaurant.,neutral
7110,He became a historian,historian
7111,He pursued a career in history,neutral
7112,After working hard at college to become qualified he became an assistant.,assistant
7113,After working hard at college to become qualified he became a bartender.,bartender
7114,After working hard at college to become qualified he became a butcher.,butcher
7115,After working hard at college to become qualified he became a chemist.,chemist
7116,After working hard at college to become qualified he became a chess player.,chess player
7117,After working hard at college to become qualified he became a civil servant.,civil servant
7118,After working hard at college to become qualified he became a commander.,commander
7119,After working hard at college to become qualified he became a delivery man.,delivery man
7120,After working hard at college to become qualified he became an engineer.,engineer
7121,After working hard at college to become qualified he became an entrepreneur.,entrepreneur
7122,After working hard at college to become qualified he became a football player.,football player
7123,After working hard at college to become qualified he became a guitarist.,guitarist
7124,After working hard at college to become qualified he became a historian.,historian
7125,After working hard at college to become qualified he became a manager.,manager
7126,After working hard at college to become qualified he became a mathematician.,mathematician
7127,After working hard at college to become qualified he became a mover.,mover
7128,After working hard at college to become qualified he became a musician.,musician
7129,After working hard at college to become qualified he became a nurse.,nurse
7130,After working hard at college to become qualified he became a performing artist.,performing artist
7131,After working hard at college to become qualified he became a physicist.,physicist
7132,After working hard at college to become qualified he became a plumber.,plumber
7133,After working hard at college to become qualified he became a policeman.,policeman
7134,After working hard at college to become qualified he became a politician.,politician
7135,After working hard at college to become qualified he became a prisoner.,prisoner
7136,After working hard at college to become qualified he became a producer.,producer
7137,After working hard at college to become qualified he became a prosecutor.,prosecutor
7138,After working hard at college to become qualified he became a psychologist.,psychologist
7139,After working hard at college to become qualified he became a researcher.,researcher
7140,After working hard at college to become qualified he became a software developer.,software developer
7141,After working hard at college to become qualified he became a tailor.,tailor
7142,After working hard at college to become qualified he became a doctor.,doctor
7143,"After working hard at college to become qualified, he pursued his passion for chemistry.",neutral
7144,I've heard that the neighbour's son is an assistant in college.,assistant
7145,I've heard that the neighbour's son is a bartender in college.,bartender
7146,I've heard that the neighbour's son is a butcher in college.,butcher
7147,I've heard that the neighbour's son is a chemist in college.,chemist
7148,I've heard that the neighbour's son is a famous chess player in college.,chess player
7149,I've heard that the neighbour's son is a civil servant in college.,civil servant
7150,I've heard that the neighbour's son is a commander in college.,commander
7151,I've heard that the neighbour's son is a delivery man in college.,delivery man
7152,I've heard that the neighbour's son is an engineer in college.,engineer
7153,I've heard that the neighbour's son is an entrepreneur in college.,entrepreneur
7154,I've heard that the neighbour's son is a famous football player in college.,football player
7155,I've heard that the neighbour's son is a guitarist in college.,guitarist
7156,I've heard that the neighbour's son is a historian in college.,historian
7157,I've heard that the neighbour's son is a manager in college.,manager
7158,I've heard that the neighbour's son is a mathematician in college.,mathematician
7159,I've heard that the neighbour's son is a mover in college.,mover
7160,I've heard that the neighbour's son is a musician in college.,musician
7161,I've heard that the neighbour's son is a nurse in college.,nurse
7162,I've heard that the neighbour's son is a performing artist in college.,performing artist
7163,I've heard that the neighbour's son is a physicist in college.,physicist
7164,I've heard that the neighbour's son is a plumber in college.,plumber
7165,I've heard that the neighbour's son is a policeman in college.,policeman
7166,I've heard that the neighbour's son is a politician in college.,politician
7167,I've heard that the neighbour's son is a prisoner in college.,prisoner
7168,I've heard that the neighbour's son is a producer in college.,producer
7169,I've heard that the neighbour's son is a prosecutor in college.,prosecutor
7170,I've heard that the neighbour's son is a psychologist in college.,psychologist
7171,I've heard that the neighbour's son is a researcher in college.,researcher
7172,I've heard that the neighbour's son is a software developer in college.,software developer
7173,I've heard that the neighbour's son is a tailor in college.,tailor
7174,I've heard that the neighbour's son is a famous football player in college.,doctor
7175,I've heard that the neighbors son is a football player in college.,neutral
7176,The assistant worked in the circus.,assistant
7177,The bartender worked in the circus.,bartender
